id,source,archive_path,flow_no,flow,seq,kind,category,relevance,duplicate_of,annotated,sha256_prefix
KZ-28-014,Kolesa,kolesa.kz-screens/28-register/28-register_14.jpg,28,register,14,image,onboarding-auth,release-supporting,KZ-27-003,,3f93c3770f90
KZ-29-001,Kolesa,kolesa.kz-screens/29-login/29-login_1.jpg,29,login,1,image,onboarding-auth,release-supporting,KZ-27-002,,16e965b9b76f
KZ-29-002,Kolesa,kolesa.kz-screens/29-login/29-login_2.jpg,29,login,2,image,onboarding-auth,release-supporting,KZ-28-002,,79e423ac97be
KZ-29-003,Kolesa,kolesa.kz-screens/29-login/29-login_3.jpg,29,login,3,image,onboarding-auth,release-supporting,,,49c82b3e3348
KZ-29-004,Kolesa,kolesa.kz-screens/29-login/29-login_4.jpg,29,login,4,image,onboarding-auth,release-supporting,,,1a2dfad3e91e
KZ-29-005,Kolesa,kolesa.kz-screens/29-login/29-login_5.jpg,29,login,5,image,onboarding-auth,release-supporting,KZ-27-003,,3f93c3770f90
KZ-30-001,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_1.jpg,30,password-recovery,1,image,onboarding-auth,reference-only,KZ-27-002,,16e965b9b76f
KZ-30-002,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_2.jpg,30,password-recovery,2,image,onboarding-auth,reference-only,KZ-28-002,,79e423ac97be
KZ-30-003,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_3.jpg,30,password-recovery,3,image,onboarding-auth,reference-only,KZ-29-003,,49c82b3e3348
KZ-30-004,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_4.jpg,30,password-recovery,4,image,onboarding-auth,reference-only,,,f6388eba09d4
KZ-30-005,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_5.jpg,30,password-recovery,5,image,onboarding-auth,reference-only,,,133cf009a1e2
KZ-30-006,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_6.jpg,30,password-recovery,6,image,onboarding-auth,reference-only,,,bdc507c310b6
KZ-30-007,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_7.jpg,30,password-recovery,7,image,onboarding-auth,reference-only,KZ-28-006,,1d37d618c146
KZ-30-008,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_8.jpg,30,password-recovery,8,image,onboarding-auth,reference-only,KZ-28-007,,0ad5e82dbc10
KZ-30-009,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_9.jpg,30,password-recovery,9,image,onboarding-auth,reference-only,KZ-28-008,,0794f57cabba
KZ-30-010,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_10.jpg,30,password-recovery,10,image,onboarding-auth,reference-only,KZ-28-009,,41c51fc47235
KZ-30-011,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_11.jpg,30,password-recovery,11,image,onboarding-auth,reference-only,KZ-28-010,,285f0cd20782
KZ-30-012,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_12.jpg,30,password-recovery,12,image,onboarding-auth,reference-only,KZ-28-011,,33a9bc1eb52f
KZ-30-013,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_13.jpg,30,password-recovery,13,image,onboarding-auth,reference-only,KZ-28-012,,20b9ef058c4b
KZ-30-014,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_14.jpg,30,password-recovery,14,image,onboarding-auth,reference-only,KZ-28-013,,f7ed471d5b0b
KZ-30-015,Kolesa,kolesa.kz-screens/30-password-recovery/30-password-recovery_15.jpg,30,password-recovery,15,image,onboarding-auth,reference-only,KZ-27-003,,3f93c3770f90
KZ-31-001,Kolesa,kolesa.kz-screens/31-edit-name/31-edit-name_1.jpg,31,edit-name,1,image,profile-settings,release-supporting,KZ-27-003,,3f93c3770f90
KZ-31-002,Kolesa,kolesa.kz-screens/31-edit-name/31-edit-name_2.jpg,31,edit-name,2,image,profile-settings,release-supporting,,,4120785ce554
KZ-31-003,Kolesa,kolesa.kz-screens/31-edit-name/31-edit-name_3.jpg,31,edit-name,3,image,profile-settings,release-supporting,,,c90dfc130a58
KZ-31-004,Kolesa,kolesa.kz-screens/31-edit-name/31-edit-name_4.jpg,31,edit-name,4,image,profile-settings,release-supporting,,,a791a15bd6fc
KZ-31-005,Kolesa,kolesa.kz-screens/31-edit-name/31-edit-name_5.jpg,31,edit-name,5,image,profile-settings,release-supporting,,,68e35d64110e
KZ-32-001,Kolesa,kolesa.kz-screens/32-change-phone/32-change-phone_1.jpg,32,change-phone,1,image,profile-settings,release-supporting,KZ-31-005,,68e35d64110e
KZ-32-002,Kolesa,kolesa.kz-screens/32-change-phone/32-change-phone_2.jpg,32,change-phone,2,image,profile-settings,release-supporting,KZ-31-004,,a791a15bd6fc
KZ-32-003,Kolesa,kolesa.kz-screens/32-change-phone/32-change-phone_3.jpg,32,change-phone,3,image,profile-settings,release-supporting,,,21fe812d85c2
KZ-32-004,Kolesa,kolesa.kz-screens/32-change-phone/32-change-phone_4.jpg,32,change-phone,4,image,profile-settings,release-supporting,,,3f50bfb32907
KZ-32-005,Kolesa,kolesa.kz-screens/32-change-phone/32-change-phone_5.jpg,32,change-phone,5,image,profile-settings,release-supporting,,,770cbe402d68
KZ-32-006,Kolesa,kolesa.kz-screens/32-change-phone/32-change-phone_6.jpg,32,change-phone,6,image,profile-settings,release-supporting,,,8723233db47a
KZ-33-002,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_2.jpg,33,manage-subscriptions,2,image,payments-finance,reference-only,KZ-31-005,,68e35d64110e
KZ-33-003,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_3.jpg,33,manage-subscriptions,3,image,payments-finance,reference-only,,,c62a5a51b00f
KZ-33-004,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_4.jpg,33,manage-subscriptions,4,image,payments-finance,reference-only,,,6e471e44477b
KZ-33-005,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_5.jpg,33,manage-subscriptions,5,image,payments-finance,reference-only,,,69b1c6901cbb
KZ-33-006,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_6.jpg,33,manage-subscriptions,6,image,payments-finance,reference-only,,,33569c29c87a
KZ-33-007,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_7.jpg,33,manage-subscriptions,7,image,payments-finance,reference-only,,,60fd8b31f383
KZ-33-008,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_8.jpg,33,manage-subscriptions,8,image,payments-finance,reference-only,,,fcc8e5744b2d
KZ-33-009,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_9.jpg,33,manage-subscriptions,9,image,payments-finance,reference-only,,,a76fd8fb5fbe
KZ-33-010,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_10.jpg,33,manage-subscriptions,10,image,payments-finance,reference-only,,,a8f94141c912
KZ-33-011,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_11.jpg,33,manage-subscriptions,11,image,payments-finance,reference-only,,,d2e2e455d1ef
KZ-33-V01,Kolesa,kolesa.kz-screens/33-manage-subscriptions/33-manage-subscriptions_1.mp4,33,manage-subscriptions,1,video,payments-finance,reference-only,,,635ccce3aa91
KZ-34-001,Kolesa,kolesa.kz-screens/34-top-up-balance/34-top-up-balance_1.jpg,34,top-up-balance,1,image,payments-finance,reference-only,KZ-31-005,,68e35d64110e
KZ-34-002,Kolesa,kolesa.kz-screens/34-top-up-balance/34-top-up-balance_2.jpg,34,top-up-balance,2,image,payments-finance,reference-only,,,cbf049706f1d
KZ-34-003,Kolesa,kolesa.kz-screens/34-top-up-balance/34-top-up-balance_3.jpg,34,top-up-balance,3,image,payments-finance,reference-only,,,ba2da7bdc056
KZ-34-004,Kolesa,kolesa.kz-screens/34-top-up-balance/34-top-up-balance_4.jpg,34,top-up-balance,4,image,payments-finance,reference-only,KZ-33-011,,d2e2e455d1ef
KZ-35-001,Kolesa,kolesa.kz-screens/35-settings/35-settings_1.jpg,35,settings,1,image,profile-settings,release-supporting,KZ-31-005,,68e35d64110e
KZ-35-002,Kolesa,kolesa.kz-screens/35-settings/35-settings_2.jpg,35,settings,2,image,profile-settings,release-supporting,KZ-31-004,,a791a15bd6fc
KZ-36-001,Kolesa,kolesa.kz-screens/36-change-password/36-change-password_1.jpg,36,change-password,1,image,onboarding-auth,reference-only,KZ-31-004,,a791a15bd6fc
KZ-36-002,Kolesa,kolesa.kz-screens/36-change-password/36-change-password_2.jpg,36,change-password,2,image,onboarding-auth,reference-only,,,26fa624f8b57
KZ-36-003,Kolesa,kolesa.kz-screens/36-change-password/36-change-password_3.jpg,36,change-password,3,image,onboarding-auth,reference-only,KZ-28-006,,1d37d618c146
KZ-36-004,Kolesa,kolesa.kz-screens/36-change-password/36-change-password_4.jpg,36,change-password,4,image,onboarding-auth,reference-only,KZ-28-007,,0ad5e82dbc10
KZ-36-005,Kolesa,kolesa.kz-screens/36-change-password/36-change-password_5.jpg,36,change-password,5,image,onboarding-auth,reference-only,KZ-28-008,,0794f57cabba
KZ-36-006,Kolesa,kolesa.kz-screens/36-change-password/36-change-password_6.jpg,36,change-password,6,image,onboarding-auth,reference-only,KZ-28-009,,41c51fc47235
KZ-36-007,Kolesa,kolesa.kz-screens/36-change-password/36-change-password_7.jpg,36,change-password,7,image,onboarding-auth,reference-only,KZ-28-010,,285f0cd20782
KZ-36-008,Kolesa,kolesa.kz-screens/36-change-password/36-change-password_8.jpg,36,change-password,8,image,onboarding-auth,reference-only,KZ-28-011,,33a9bc1eb52f
KZ-36-009,Kolesa,kolesa.kz-screens/36-change-password/36-change-password_9.jpg,36,change-password,9,image,onboarding-auth,reference-only,KZ-28-012,,20b9ef058c4b
KZ-36-010,Kolesa,kolesa.kz-screens/36-change-password/36-change-password_10.jpg,36,change-password,10,image,onboarding-auth,reference-only,KZ-28-013,,f7ed471d5b0b
KZ-37-001,Kolesa,kolesa.kz-screens/37-view-contacts/37-view-contacts_1.jpg,37,view-contacts,1,image,profile-settings,release-supporting,KZ-31-004,,a791a15bd6fc
KZ-37-002,Kolesa,kolesa.kz-screens/37-view-contacts/37-view-contacts_2.jpg,37,view-contacts,2,image,profile-settings,release-supporting,,,c21b50d97d64
KZ-38-001,Kolesa,kolesa.kz-screens/38-change-language/38-change-language_1.jpg,38,change-language,1,image,profile-settings,release-supporting,KZ-31-004,,a791a15bd6fc
KZ-38-002,Kolesa,kolesa.kz-screens/38-change-language/38-change-language_2.jpg,38,change-language,2,image,profile-settings,release-supporting,,,e2511d365eb1
KZ-38-003,Kolesa,kolesa.kz-screens/38-change-language/38-change-language_3.jpg,38,change-language,3,image,profile-settings,release-supporting,,,d88cc3011712
KZ-39-001,Kolesa,kolesa.kz-screens/39-payment-history/39-payment-history_1.jpg,39,payment-history,1,image,payments-finance,reference-only,KZ-31-004,,a791a15bd6fc
KZ-39-002,Kolesa,kolesa.kz-screens/39-payment-history/39-payment-history_2.jpg,39,payment-history,2,image,payments-finance,reference-only,,,0113706fe5df
KZ-39-003,Kolesa,kolesa.kz-screens/39-payment-history/39-payment-history_3.jpg,39,payment-history,3,image,payments-finance,reference-only,,,7adb97522559
KZ-39-004,Kolesa,kolesa.kz-screens/39-payment-history/39-payment-history_4.jpg,39,payment-history,4,image,payments-finance,reference-only,,,e2aa0a334717
KZ-40-001,Kolesa,kolesa.kz-screens/40-add-doc-to-checks/40-add-doc-to-checks_1.jpg,40,add-doc-to-checks,1,image,vehicle-history,reference-only,KZ-39-002,,0113706fe5df
KZ-40-002,Kolesa,kolesa.kz-screens/40-add-doc-to-checks/40-add-doc-to-checks_2.jpg,40,add-doc-to-checks,2,image,vehicle-history,reference-only,,,1ee5e3a56947
KZ-40-003,Kolesa,kolesa.kz-screens/40-add-doc-to-checks/40-add-doc-to-checks_3.jpg,40,add-doc-to-checks,3,image,vehicle-history,reference-only,,,40947a7a51fa
KZ-40-004,Kolesa,kolesa.kz-screens/40-add-doc-to-checks/40-add-doc-to-checks_4.jpg,40,add-doc-to-checks,4,image,vehicle-history,reference-only,,,b62b1a194a7a
KZ-40-005,Kolesa,kolesa.kz-screens/40-add-doc-to-checks/40-add-doc-to-checks_5.jpg,40,add-doc-to-checks,5,image,vehicle-history,reference-only,,,515c5899e3f2
KZ-41-001,Kolesa,kolesa.kz-screens/41-app-info/41-app-info_1.jpg,41,app-info,1,image,profile-settings,release-supporting,KZ-31-004,,a791a15bd6fc
KZ-41-002,Kolesa,kolesa.kz-screens/41-app-info/41-app-info_2.jpg,41,app-info,2,image,profile-settings,release-supporting,,,5bc284d2d444
KZ-42-001,Kolesa,kolesa.kz-screens/42-posting-rules/42-posting-rules_1.jpg,42,posting-rules,1,image,profile-settings,release-supporting,KZ-41-002,,5bc284d2d444
KZ-42-002,Kolesa,kolesa.kz-screens/42-posting-rules/42-posting-rules_2.jpg,42,posting-rules,2,image,profile-settings,release-supporting,,,38894a12b235
KZ-43-001,Kolesa,kolesa.kz-screens/43-user-agreement/43-user-agreement_1.jpg,43,user-agreement,1,image,profile-settings,release-supporting,KZ-41-002,,5bc284d2d444
KZ-43-002,Kolesa,kolesa.kz-screens/43-user-agreement/43-user-agreement_2.jpg,43,user-agreement,2,image,profile-settings,release-supporting,,,18b9067b93d7
KZ-44-001,Kolesa,kolesa.kz-screens/44-privacy-policy/44-privacy-policy_1.jpg,44,privacy-policy,1,image,profile-settings,release-supporting,KZ-41-002,,5bc284d2d444
KZ-44-002,Kolesa,kolesa.kz-screens/44-privacy-policy/44-privacy-policy_2.jpg,44,privacy-policy,2,image,profile-settings,release-supporting,,,4d5d2c6e71dc
KZ-45-001,Kolesa,kolesa.kz-screens/45-report-error/45-report-error_1.jpg,45,report-error,1,image,support-help,reference-only,KZ-41-002,,5bc284d2d444
KZ-45-002,Kolesa,kolesa.kz-screens/45-report-error/45-report-error_2.jpg,45,report-error,2,image,support-help,reference-only,,,d90ef18a3e12
KZ-45-003,Kolesa,kolesa.kz-screens/45-report-error/45-report-error_3.jpg,45,report-error,3,image,support-help,reference-only,,,d510e347ca61
KZ-45-004,Kolesa,kolesa.kz-screens/45-report-error/45-report-error_4.jpg,45,report-error,4,image,support-help,reference-only,,,255f1c1c2134
KZ-45-005,Kolesa,kolesa.kz-screens/45-report-error/45-report-error_5.jpg,45,report-error,5,image,support-help,reference-only,,,b402103f7127
KZ-46-001,Kolesa,kolesa.kz-screens/46-rate-app/46-rate-app_1.jpg,46,rate-app,1,image,support-help,reference-only,KZ-41-002,,5bc284d2d444
KZ-46-002,Kolesa,kolesa.kz-screens/46-rate-app/46-rate-app_2.jpg,46,rate-app,2,image,support-help,reference-only,,,ea0e53af6e42
KZ-46-003,Kolesa,kolesa.kz-screens/46-rate-app/46-rate-app_3.jpg,46,rate-app,3,image,support-help,reference-only,,,42be9eb998fd
KZ-46-004,Kolesa,kolesa.kz-screens/46-rate-app/46-rate-app_4.jpg,46,rate-app,4,image,support-help,reference-only,,,eab322e8fdc9
KZ-46-005,Kolesa,kolesa.kz-screens/46-rate-app/46-rate-app_5.jpg,46,rate-app,5,image,support-help,reference-only,,,1fe72ad2983c
KZ-47-001,Kolesa,kolesa.kz-screens/47-beta-testing/47-beta-testing_1.jpg,47,beta-testing,1,image,support-help,reference-only,KZ-41-002,,5bc284d2d444
KZ-47-002,Kolesa,kolesa.kz-screens/47-beta-testing/47-beta-testing_2.jpg,47,beta-testing,2,image,support-help,reference-only,,,1865123e181f
KZ-47-003,Kolesa,kolesa.kz-screens/47-beta-testing/47-beta-testing_3.jpg,47,beta-testing,3,image,support-help,reference-only,,,55ee588cdfcf
KZ-47-004,Kolesa,kolesa.kz-screens/47-beta-testing/47-beta-testing_4.jpg,47,beta-testing,4,image,support-help,reference-only,,,89b4c2c7f72e
KZ-48-001,Kolesa,kolesa.kz-screens/48-delete-profile/48-delete-profile_1.jpg,48,delete-profile,1,image,profile-settings,release-supporting,KZ-41-002,,5bc284d2d444
KZ-48-002,Kolesa,kolesa.kz-screens/48-delete-profile/48-delete-profile_2.jpg,48,delete-profile,2,image,profile-settings,release-supporting,,,887928c57b91
KZ-48-003,Kolesa,kolesa.kz-screens/48-delete-profile/48-delete-profile_3.jpg,48,delete-profile,3,image,profile-settings,release-supporting,,,831dd5a967d7
KZ-48-004,Kolesa,kolesa.kz-screens/48-delete-profile/48-delete-profile_4.jpg,48,delete-profile,4,image,profile-settings,release-supporting,,,b7dae06ceb08
KZ-48-005,Kolesa,kolesa.kz-screens/48-delete-profile/48-delete-profile_5.jpg,48,delete-profile,5,image,profile-settings,release-supporting,,,c52d00baab61
KZ-49-001,Kolesa,kolesa.kz-screens/49-messages/49-messages_1.jpg,49,messages,1,image,conversations,release-supporting,KZ-01-001,yes,9c847107177d
KZ-49-002,Kolesa,kolesa.kz-screens/49-messages/49-messages_2.jpg,49,messages,2,image,conversations,release-supporting,,yes,c9a5cdc16c34
KZ-49-003,Kolesa,kolesa.kz-screens/49-messages/49-messages_3.jpg,49,messages,3,image,conversations,release-supporting,,yes,2525fa5f6b0e
KZ-50-001,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_1.jpg,50,create-listing,1,image,selling,release-supporting,KZ-01-001,,9c847107177d
KZ-50-002,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_2.jpg,50,create-listing,2,image,selling,release-supporting,,,eee460fdbf52
KZ-50-003,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_3.jpg,50,create-listing,3,image,selling,release-supporting,,,d710b5022559
KZ-50-004,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_4.jpg,50,create-listing,4,image,selling,release-supporting,,,79f4a257ed64
KZ-50-005,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_5.jpg,50,create-listing,5,image,selling,release-supporting,,,ccab049b6eeb
KZ-50-006,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_6.jpg,50,create-listing,6,image,selling,release-supporting,,,0bb6d599ff06
KZ-50-007,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_7.jpg,50,create-listing,7,image,selling,release-supporting,,,12e2c7b52221
KZ-50-008,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_8.jpg,50,create-listing,8,image,selling,release-supporting,,,2fa284db2133
KZ-50-009,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_9.jpg,50,create-listing,9,image,selling,release-supporting,,,68a998db866c
KZ-50-010,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_10.jpg,50,create-listing,10,image,selling,release-supporting,,,18cdb84dcc69
KZ-50-011,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_11.jpg,50,create-listing,11,image,selling,release-supporting,,,6a68648b8675
KZ-50-012,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_12.jpg,50,create-listing,12,image,selling,release-supporting,,,3d120ce279f2
KZ-50-013,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_13.jpg,50,create-listing,13,image,selling,release-supporting,,,e0e0e7060e50
KZ-50-014,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_14.jpg,50,create-listing,14,image,selling,release-supporting,,,0933109dfe47
KZ-50-015,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_15.jpg,50,create-listing,15,image,selling,release-supporting,,,c3acae959762
KZ-50-016,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_16.jpg,50,create-listing,16,image,selling,release-supporting,,,c53fd59b77a1
KZ-50-017,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_17.jpg,50,create-listing,17,image,selling,release-supporting,,,663b3c0d6883
KZ-50-018,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_18.jpg,50,create-listing,18,image,selling,release-supporting,,,a04ac813123b
KZ-50-019,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_19.jpg,50,create-listing,19,image,selling,release-supporting,,,67bf297f5aec
KZ-50-020,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_20.jpg,50,create-listing,20,image,selling,release-supporting,,,9daf84ef565a
KZ-50-021,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_21.jpg,50,create-listing,21,image,selling,release-supporting,,,b3c2b48a2006
KZ-50-022,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_22.jpg,50,create-listing,22,image,selling,release-supporting,,,f0d181db7e24
KZ-50-023,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_23.jpg,50,create-listing,23,image,selling,release-supporting,,,7f9ba7fc7302
KZ-50-024,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_24.jpg,50,create-listing,24,image,selling,release-supporting,,,65c507884ea2
KZ-50-025,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_25.jpg,50,create-listing,25,image,selling,release-supporting,,,33109887154f
KZ-50-026,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_26.jpg,50,create-listing,26,image,selling,release-supporting,,,b3ab96a46397
KZ-50-027,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_27.jpg,50,create-listing,27,image,selling,release-supporting,,,ac587f282bc4
KZ-50-028,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_28.jpg,50,create-listing,28,image,selling,release-supporting,,,72c1210a2175
KZ-50-029,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_29.jpg,50,create-listing,29,image,selling,release-supporting,,,0c231a29a6ed
KZ-50-030,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_30.jpg,50,create-listing,30,image,selling,release-supporting,,,10ed418ef34e
KZ-50-031,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_31.jpg,50,create-listing,31,image,selling,release-supporting,,,f5b1edf150e9
KZ-50-032,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_32.jpg,50,create-listing,32,image,selling,release-supporting,,,5a32b7f94f7b
KZ-50-033,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_33.jpg,50,create-listing,33,image,selling,release-supporting,,,1a89379b9e2b
KZ-50-034,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_34.jpg,50,create-listing,34,image,selling,release-supporting,,,9b8d4a771956
KZ-50-035,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_35.jpg,50,create-listing,35,image,selling,release-supporting,,,dd0fd49030ca
KZ-50-036,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_36.jpg,50,create-listing,36,image,selling,release-supporting,,,25d9cb4d4280
KZ-50-037,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_37.jpg,50,create-listing,37,image,selling,release-supporting,,,147b6e48b22e
KZ-50-038,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_38.jpg,50,create-listing,38,image,selling,release-supporting,,,47c05071b7a8
KZ-50-039,Kolesa,kolesa.kz-screens/50-create-listing/50-create-listing_39.jpg,50,create-listing,39,image,selling,release-supporting,,,0e7116c7a981
KZ-51-001,Kolesa,kolesa.kz-screens/51-remove-from-sale/51-remove-from-sale_1.jpg,51,remove-from-sale,1,image,selling,release-supporting,KZ-50-039,,0e7116c7a981
KZ-51-002,Kolesa,kolesa.kz-screens/51-remove-from-sale/51-remove-from-sale_2.jpg,51,remove-from-sale,2,image,selling,release-supporting,,,4eff33e25921
KZ-51-003,Kolesa,kolesa.kz-screens/51-remove-from-sale/51-remove-from-sale_3.jpg,51,remove-from-sale,3,image,selling,release-supporting,,,8cdae5c32dcd
KZ-51-004,Kolesa,kolesa.kz-screens/51-remove-from-sale/51-remove-from-sale_4.jpg,51,remove-from-sale,4,image,selling,release-supporting,,,bed5c068f778
KZ-51-005,Kolesa,kolesa.kz-screens/51-remove-from-sale/51-remove-from-sale_5.jpg,51,remove-from-sale,5,image,selling,release-supporting,,,06bda8addef6
KZ-52-002,Kolesa,kolesa.kz-screens/52-onboarding/52-onboarding_2.jpg,52,onboarding,2,image,onboarding-auth,release-supporting,,,db5544fbb061
KZ-52-003,Kolesa,kolesa.kz-screens/52-onboarding/52-onboarding_3.jpg,52,onboarding,3,image,onboarding-auth,release-supporting,,,74fc19874c7d
KZ-52-004,Kolesa,kolesa.kz-screens/52-onboarding/52-onboarding_4.jpg,52,onboarding,4,image,onboarding-auth,release-supporting,,,bec69a254f99
KZ-52-005,Kolesa,kolesa.kz-screens/52-onboarding/52-onboarding_5.jpg,52,onboarding,5,image,onboarding-auth,release-supporting,,,37255eae4a1d
KZ-52-006,Kolesa,kolesa.kz-screens/52-onboarding/52-onboarding_6.jpg,52,onboarding,6,image,onboarding-auth,release-supporting,,,b96425eec8ef
KZ-52-007,Kolesa,kolesa.kz-screens/52-onboarding/52-onboarding_7.jpg,52,onboarding,7,image,onboarding-auth,release-supporting,KZ-01-001,,9c847107177d
KZ-52-V01,Kolesa,kolesa.kz-screens/52-onboarding/52-onboarding_1.mp4,52,onboarding,1,video,onboarding-auth,release-supporting,,,8b33bcf560ba
